Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-10-17,,39500000,10,17.2,1,1.51,0.52,,,,19.6,,0.9,6,2000,40,7.11,,24.8,
2000-10-18,,40440000,10,16.8,,,0.52,,,,,,,7,2000,40,7.16,,24.5,
2000-10-19,,40440000,10,18.3,,1.39,0.52,,,,,,,7,2000,40,7.19,,24.8,
2000-10-20,,40100000,10,18.3,,1.68,0.52,,,,,,,8,2000,40,7.32,,24.9,
2000-10-21,,26310000,10,18.6,,,0.52,,,,,,,7,2000,26,7.1,,24.9,
2000-10-22,,42690000,10,18.7,,1.74,0.52,,,,,,,12,2000,43,7.34,,23.5,
2000-10-23,,41060000,10,18.3,,,0.52,,,,,,,12,2000,41,7.17,,24,
2000-10-24,,38370000,10,17.5,0.77,1.54,0.52,,,,20.5,,1.08,10,2000,38,7.2,,24.3,
2000-10-25,,39560000,10,19.4,,,0.52,,,,,,,7,2000,40,7.21,,23.5,
2000-10-26,,44250000,10,20.3,,,0.52,,,,,,,5,2000,44,7.24,,23.2,
2000-10-27,,42870000,10,18.4,,,0.52,,,,,,,7,2000,43,7.16,,23.6,
2000-10-28,,39440000,10,16.3,,,0.52,,,,,,,6,2000,39,7.16,,23.8,
2000-10-29,,45310000,10,15.8,,,0.52,,,,,,,4,2000,45,7.3,,23.2,
2000-10-30,,45370000,10,14.8,,,0.52,,,,,,,6,2000,45,7.17,,22.3,
2000-10-31,,41870000,10,14.8,,,0.52,,,,,,,7,2000,42,7.28,,23.3,
2000-11-01,,42190000,11,15.1,,,0.52,,,,,,,7,2000,42,7.11,,23.3,
2000-11-02,,40560000,11,17.2,1.7,1.76,0.52,,,,19.8,,0.7,7,2000,41,7.1,,23.7,
2000-11-03,,41190000,11,18.2,,,0.52,,,,,,,8,2000,41,7.3,,23.6,
2000-11-04,,43690000,11,17.3,,,0.52,,,,,,,8,2000,44,7.05,,23.8,
2000-11-05,,44560000,11,16.3,,,0.52,,,,,,,11,2000,45,7.27,,23.9,
2000-11-06,,42370000,11,15.9,1.48,2.38,0.52,,,,19,,0.76,6,2000,42,7.25,,23.3,
2000-11-07,,40940000,11,14.7,,2.12,0.52,,,,,,,7,2000,41,7.27,,23.2,
2000-11-08,,39060000,11,14.9,,,0.52,,,,,,,7,2000,39,7.35,,23.2,
2000-11-09,,39370000,11,15.3,,,0.52,,,,,,,7,2000,39,7.22,,22.4,
2000-11-10,,41250000,11,14.6,,,0.52,,,,,,,7,2000,41,7.17,,22.2,
2000-11-11,,42310000,11,15.2,,,0.52,,,,,,,5,2000,42,7.33,,22.5,
2000-11-12,,42560000,11,14.5,,,0.52,,,,,,,7,2000,43,7.22,,22.3,
2000-11-13,,41620000,11,14.5,,,0.52,,,,,,,5,2000,42,7.17,,21.5,
2000-11-14,,40940000,11,13,2.44,2.44,0.52,,,,14.9,,0.66,6,2000,41,7.23,,21.6,
2000-11-15,,42000000,11,15.2,,,0.52,,,,,,,4,2000,42,7.3,,21.8,
2000-11-16,,39940000,11,16.1,,,0.52,,,,,,,6,2000,40,7.15,,21.2,
2000-11-17,,41120000,11,16.2,,,0.52,,,,,,,4,2000,41,7.2,,21.9,
2000-11-18,,41370000,11,16,,,0.52,,,,,,,5,2000,41,7.11,,21.9,
2000-11-19,,43120000,11,16.6,,,0.52,,,,,,,6,2000,43,7.21,,22,
2000-11-20,,41060000,11,16,1.7,2.32,0.52,,,,18.3,,0.88,7,2000,41,7.19,,21.6,
2000-11-21,,41060000,11,16,,,0.52,,,,,,,6,2000,41,7.17,,21,
2000-11-22,,41560000,11,16.2,,,0.52,,,,,,,5,2000,42,7.23,,21,
2000-11-23,,42940000,11,17.1,,,0.52,,,,,,,4,2000,43,7.16,,21,
2000-11-24,,39690000,11,15.3,,,0.52,,,,,,,7,2000,40,7.2,,21.2,
2000-11-25,,40750000,11,15.7,,,0.52,,,,,,,5,2000,41,7.42,,21,
2000-11-26,,42190000,11,17.9,,,0.52,,,,,,,6,2000,42,7.28,,21.7,
2000-11-27,,40940000,11,17,,,0.52,,,,,,,6,2000,41,7.22,,20.1,
2000-11-28,,40000000,11,16.5,0.92,2.41,0.52,,,,18.9,,2.26,6,2000,40,7.32,,20.6,
2000-11-29,,42440000,11,18,,,0.52,,,,,,,6,2000,42,7.22,,21.4,
2000-11-30,,39500000,11,17.9,,,0.52,,,,,,,5,2000,40,7.4,,21,
2000-12-01,,40630000,12,17.6,,,0.52,,,,,,,7,2000,41,7.29,,21.2,
2000-12-02,,42310000,12,18,,,0.52,,,,,,,9,2000,42,7.38,,21.2,
2000-12-03,,41940000,12,18.3,,,0.52,,,,,,,8,2000,42,7.19,,21,
2000-12-04,,40370000,12,17.9,,,0.52,,,,,,,8,2000,40,7.25,,21.2,
2000-12-05,,39690000,12,17.9,,,0.52,,,,,,,7,2000,40,7.2,,20,
2000-12-06,,39690000,12,20.2,,,0.52,,,,,,,5,2000,40,7.52,,19.4,
2000-12-07,,39250000,12,19.1,1.12,2.92,0.52,,,,21.5,,1.96,5,2000,39,7.36,,20.8,
2000-12-08,,40440000,12,20.2,,,0.52,,,,,,,6,2000,40,7.35,,21.5,
2000-12-09,,40940000,12,19.5,,,0.52,,,,,,,6,2000,41,7.38,,21.8,
2000-12-10,,41440000,12,18.5,,,0.52,,,,,,,8,2000,41,7.43,,21.4,
2000-12-11,,40690000,12,18.5,,,0.52,,,,,,,8,2000,41,7.39,,20.9,
2000-12-12,,40000000,12,17.4,0.52,2.62,0.52,,,,20,,1.6,9,2000,40,7.4,,20.7,
2000-12-13,,40190000,12,19.2,,,0.52,,,,,,,7,2000,40,7.29,,21.1,
2000-12-14,,46750000,12,18.5,,,0.52,,,,,,,7,2000,47,7.32,,20.5,
2000-12-15,,43810000,12,18.6,,,0.52,,,,,,,7,2000,44,7.34,,20.9,
2000-12-16,,43620000,12,17,,,0.52,,,,,,,8,2000,44,7.42,,20.3,
2000-12-17,,42190000,12,17.4,,,0.52,,,,,,,10,2000,42,7.39,,21.1,
2000-12-18,,41370000,12,17.2,,,0.52,,,,,,,7,2000,41,7.41,,20.1,
2000-12-19,,41120000,12,17.1,0.4,2.53,0.52,,,,19.5,,0.84,6,2000,41,7.32,,20.5,
2000-12-20,,40870000,12,18.3,,,0.52,,,,,,,8,2000,41,7.37,,21,
2000-12-21,,40750000,12,18.5,,,0.52,,,,,,,5,2000,41,7.3,,20.6,
2000-12-22,,42120000,12,18.5,,,0.52,,,,,,,7,2000,42,7.28,,20.6,
2000-12-23,,41560000,12,18.5,,,0.52,,,,,,,8,2000,42,7.28,,20.8,
2000-12-24,,41810000,12,18.4,,,0.52,,,,,,,10,2000,42,7.35,,21,
2000-12-25,,39440000,12,18,,,0.52,,,,,,,11,2000,39,7.48,,21,
2000-12-26,,41560000,12,18.8,,,0.52,,,,,,,10,2000,42,7.3,,20.2,
2000-12-27,,40190000,12,20.1,0.22,3.05,0.52,,,,22.7,,1.2,8,2000,40,7.29,,20.5,
2000-12-28,,39620000,12,19.4,,,0.52,,,,,,,9,2000,40,7.33,,20.5,
2000-12-29,,39810000,12,17.9,,,0.52,,,,,,,7,2000,40,7.34,,20.6,
2000-12-30,,39690000,12,20.2,,,0.52,,,,,,,9,2000,40,7.4,,20,
2000-12-31,,41000000,12,20,,,0.52,,,,,,,9,2000,41,7.34,,20.4,
2001-01-01,,39750000,1,19.2,,,0.52,,,,,,,9,2001,40,7.26,,20,
2001-01-02,,40310000,1,19.3,,,0.52,,,,,,,9,2001,40,7.37,,20,
2001-01-03,,39440000,1,18.8,,,0.52,,,,,,,7,2001,39,7.4,,20,
2001-01-04,,39310000,1,20.7,0.24,2.81,0.52,,,,23.1,,0.61,6,2001,39,7.42,,20.4,
2001-01-05,,40060000,1,20.7,,,0.52,,,,,,,7,2001,40,7.33,,20.4,
2001-01-06,,41250000,1,20.8,,,0.52,,,,,,,8,2001,41,7.22,,19.6,
2001-01-07,,41810000,1,21.5,,,0.52,,,,,,,9,2001,42,7.46,,19.9,
2001-01-08,,43310000,1,20.7,0.2,3.23,0.52,,,,23.8,,0.41,9,2001,43,7.29,,19.5,
2001-01-09,,41190000,1,19.2,,,0.52,,,,,,,8,2001,41,7.32,,19,
2001-01-10,,47120000,1,22,,,0.52,,,,,,,9,2001,47,7.41,,19.5,
2001-01-11,,51440000,1,20.4,,,0.52,,,,,,,8,2001,51,7.28,,19.3,
2001-01-12,,45620000,1,17.4,,,0.52,,,,,,,8,2001,46,7.27,,19.6,
2001-01-13,,44120000,1,17.6,,,0.52,,,,,,,8,2001,44,7.38,,19.8,
2001-01-14,,42690000,1,19.2,,,0.52,,,,,,,12,2001,43,7.38,,20,
2001-01-15,,44810000,1,17.6,,,0.52,,,,,,,9,2001,45,7.25,,18.5,
2001-01-16,,42120000,1,19.4,0.13,2.62,0.52,,,,22.6,,0.96,10,2001,42,7.35,,19.2,
2001-01-17,,40310000,1,19.6,,,0.52,,,,,,,11,2001,40,7.29,,19.4,
2001-01-18,,40440000,1,21.1,,,0.52,,,,,,,10,2001,40,7.31,,19.1,
2001-01-19,,41120000,1,21.7,,,0.52,,,,,,,9,2001,41,7.31,,19.5,
2001-01-20,,40500000,1,20.6,,,0.52,,,,,,,9,2001,41,7.34,,19.1,
2001-01-21,,41940000,1,20.7,,,0.52,,,,,,,11,2001,42,7.39,,19.4,
2001-01-22,,43120000,1,22.4,0.12,1.25,0.52,,,,25.4,,1.94,11,2001,43,7.19,,19.7,
2001-01-23,,41500000,1,22.7,,,0.52,,,,,,,14,2001,42,7.39,,19.4,
2001-01-24,,43120000,1,24.1,,,0.52,,,,,,,11,2001,43,7.36,,19.3,
2001-01-25,,47250000,1,23.7,,,0.52,,,,,,,10,2001,47,7.38,,19.2,
2001-01-26,,45870000,1,23.1,,,0.52,,,,,,,12,2001,46,7.4,,18.3,
2001-01-27,,46750000,1,19.1,,,0.52,,,,,,,7,2001,47,7.43,,19.5,
2001-01-28,,44060000,1,21,,,0.52,,,,,,,10,2001,44,7.41,,19.2,
2001-01-29,,43620000,1,20.8,,,0.52,,,,,,,12,2001,44,7.34,,19.6,
2001-01-30,,40750000,1,20.4,,,0.52,,,,,,,11,2001,41,7.36,,18.8,
2001-01-31,,41370000,1,22.5,,,0.52,,,,,,,6,2001,41,7.54,,19.5,
2001-02-01,,40750000,2,23.2,,,0.52,,,,,,,9,2001,41,7.47,,19,
2001-02-02,,40440000,2,23.6,,,0.52,,,,,,,8,2001,40,7.43,,18.9,
2001-02-03,,42310000,2,23.7,,,0.52,,,,,,,9,2001,42,7.36,,20,
2001-02-04,,42060000,2,23.4,,,0.52,,,,,,,10,2001,42,7.32,,20.1,
2001-02-05,,41500000,2,22.2,,,0.52,,,,,,,9,2001,42,7.45,,21,
2001-02-06,,40750000,2,21.9,0.16,0.6,0.52,,,,25.1,,1.44,10,2001,41,7.3,,19,
2001-02-07,,41000000,2,22.6,,,0.52,,,,,,,11,2001,41,7.4,,19,
2001-02-08,,40250000,2,25.9,,,0.52,,,,,,,12,2001,40,7.3,,19,
2001-02-09,,44370000,2,24,,1.13,0.52,,,,,,,11,2001,44,7.3,,19,
2001-02-10,,56560000,2,21.9,,,0.52,,,,,,,10,2001,57,7.37,,18,
2001-02-11,,66000000,2,17.9,,,0.52,,,,,,,12,2001,66,7.36,,17,
2001-02-12,,74870000,2,14.3,,,0.52,,,,,,,12,2001,75,7.3,,17,
2001-02-13,,57560000,2,12.5,,,0.52,,,,,,,14,2001,58,7.3,,17,
2001-02-14,,49750000,2,13.9,,,0.52,,,,,,,11,2001,50,7.5,,19,
2001-02-15,,48810000,2,17,0.1,0.76,0.52,,,,19.3,,1.68,8,2001,49,7.5,,19,
2001-02-16,,49250000,2,19.3,,,0.52,,,,,,,8,2001,49,7.45,,19.2,
2001-02-17,,49120000,2,18.4,,,0.52,,,,,,,9,2001,49,7.42,,19,
2001-02-18,,50440000,2,19.2,,,0.52,,,,,,,9,2001,50,7.36,,19,
2001-02-19,,56630000,2,16.9,,,0.52,,,,,,,9,2001,57,7.39,,19.1,
2001-02-20,,61440000,2,16.1,,,0.52,,,,,,,13,2001,61,7.3,,17,
2001-02-21,,55310000,2,14,,,0.52,,,,,,,9,2001,55,7.3,,18,
2001-02-22,,62000000,2,15.3,0.11,0.72,0.52,,,,17.5,,1.4,11,2001,62,7.5,,18.3,
2001-02-23,,70300000,2,14.7,,,0.52,,,,,,,15,2001,70,7.36,,16.8,
2001-02-24,,70900000,2,12.7,,,0.52,,,,,,,14,2001,71,7.4,,17.3,
2001-02-25,,64940000,2,14.1,,,0.52,,,,,,,15,2001,65,7.48,,17.8,
2001-02-26,,40500000,2,13.5,,,0.52,,,,,,,17,2001,41,7.27,,19,
2001-02-27,,55200000,2,16.1,0.52,0.65,0.52,,,,18.8,,1.3,18,2001,55,7.46,,19,
2001-02-28,,51440000,2,16.1,,,0.52,,,,,,,10,2001,51,7.5,,19,
2001-03-01,,49810000,3,18.7,,,0.52,,,,,,,6,2001,50,7.47,,18.5,
2001-03-02,,50060000,3,19,,,0.52,,,,,,,4,2001,50,7.39,,18.2,
2001-03-03,,50310000,3,17.9,,,0.52,,,,,,,7,2001,50,7.38,,18.2,
2001-03-04,,59000000,3,18.4,,,0.52,,,,,,,5,2001,59,7.29,,19,
2001-03-05,,60440000,3,15.6,0.16,0.66,0.52,,,,18.2,,0.76,8,2001,60,7.33,,18,
2001-03-06,,52440000,3,14.5,,,0.52,,,,,,,6,2001,52,7.4,,19.2,
2001-03-07,,51370000,3,15.7,,,0.52,,,,,,,4,2001,51,7.39,,20.1,
2001-03-08,,50250000,3,17.7,,,0.52,,,,,,,8,2001,50,7.37,,20.2,
2001-03-09,,49750000,3,18.1,,,0.52,,,,,,,8,2001,50,7.59,,19.7,
2001-03-10,,50440000,3,18.4,,,0.52,,,,,,,6,2001,50,7.5,,19.5,
2001-03-11,,49060000,3,18.4,,,0.52,,,,,,,9,2001,49,7.38,,20,
2001-03-12,,47310000,3,18,,,0.52,,,,,,,5,2001,47,7.34,,21.4,
2001-03-13,,45560000,3,18.8,0.17,0.7,0.52,,,,20.8,,0.5,6,2001,46,7.6,,23,
2001-03-14,,47500000,3,20.9,,,0.52,,,,,,,6,2001,48,7.5,,21,
2001-03-15,,48310000,3,20.4,,,0.52,,,,,,,8,2001,48,7.49,,21,
2001-03-16,,46190000,3,20,,,0.52,,,,,,,10,2001,46,7.44,,21,
2001-03-17,,38700000,3,20.3,,,0.52,,,,,,,20,2001,39,7.45,,21.3,
2001-03-18,,39800000,3,19.5,,,0.52,,,,,,,13,2001,40,7.4,,21.3,
2001-03-19,,43900000,3,19.1,0.25,0.71,0.52,,,,21.9,,1.6,14,2001,44,7.5,,23.8,
2001-03-20,,43060000,3,18.6,,,0.52,,,,,,,13,2001,43,7.4,,22,
2001-03-21,,44690000,3,20.8,,,0.52,,,,,,,13,2001,45,7.5,,21,
2001-03-22,,44120000,3,20.7,,,0.52,,,,,,,10,2001,44,7.5,,21,
2001-03-23,,45940000,3,22.2,,,0.52,,,,,,,9,2001,46,7.4,,21,
2001-03-24,,55870000,3,21.1,,,0.52,,,,,,,9,2001,56,7.41,,20,
2001-03-25,,47940000,3,18.9,,,0.52,,,,,,,8,2001,48,7.36,,20.7,
2001-03-26,,44120000,3,18,,,0.52,,,,,,,10,2001,44,7,,21,
2001-03-27,,43620000,3,19.4,0.27,0.88,0.52,,,,21.9,,1.1,9,2001,44,7.41,,22,
2001-03-28,,43000000,3,21,,,0.52,,,,,,,8,2001,43,7.46,,21.8,
2001-03-29,,41870000,3,21,,,0.52,,,,,,,6,2001,42,7.42,,22,
2001-03-30,,42370000,3,21,,,0.52,,,,,,,8,2001,42,7.3,,22,
2001-03-31,,42750000,3,21,,,0.52,,,,,,,10,2001,43,7.27,,25.5,
2001-04-01,,44620000,4,20.1,,,0.52,,,,,,,7,2001,45,7.54,,20.9,
2001-04-02,,43060000,4,19.6,,,0.52,,,,,,,7,2001,43,7.24,,21,
2001-04-03,,41250000,4,19.8,0.26,0.36,0.52,,,,21.9,,1.1,9,2001,41,7.37,,20,
2001-04-04,,41250000,4,20.7,,,0.52,,,,,,,10,2001,41,7.29,,21,
2001-04-05,,40870000,4,21.7,,,0.52,,,,,,,7,2001,41,7.48,,21.8,
2001-04-06,,43560000,4,20.8,,,0.52,,,,,,,10,2001,44,7.41,,20,
2001-04-07,,46370000,4,21.4,,,0.52,,,,,,,9,2001,46,7.53,,20.5,
2001-04-08,,44940000,4,18.9,,,0.52,,,,,,,8,2001,45,7.34,,20,
2001-04-09,,44940000,4,18.7,,,0.52,,,,,,,9,2001,45,7.41,,20.7,
2001-04-10,,42560000,4,19,0.25,1.34,0.52,,,,21.8,,1.8,14,2001,43,7.48,,21,
2001-04-11,,42810000,4,20.5,,,0.52,,,,,,,10,2001,43,7.52,,21.1,
2001-04-12,,43060000,4,21.2,,,0.52,,,,,,,10,2001,43,7.54,,21.2,
2001-04-13,,42060000,4,21,,,0.52,,,,,,,7,2001,42,7.45,,21.1,
2001-04-14,,48620000,4,20.5,,,0.52,,,,,,,9,2001,49,7.38,,21.3,
2001-04-15,,44250000,4,19.3,,,0.52,,,,,,,9,2001,44,7.49,,21.5,
2001-04-16,,42870000,4,18.4,0.29,1.38,0.52,,,,21,,0.57,9,2001,43,7.35,,21.5,
2001-04-17,,41440000,4,15.6,,,0.52,,,,,,,8,2001,41,7.44,,21.8,
2001-04-18,,40000000,4,19.3,,,0.52,,,,,,,6,2001,40,7.45,,21.5,
2001-04-19,,40810000,4,19.6,,,0.52,,,,,,,6,2001,41,7.53,,21,
2001-04-20,,48060000,4,20.4,,,0.52,,,,,,,6,2001,48,7.34,,21,
2001-04-21,,48370000,4,20.7,,,0.52,,,,,,,9,2001,48,7.49,,21,
2001-04-22,,45620000,4,17.3,,,0.52,,,,,,,7,2001,46,7.49,,21.1,
2001-04-23,,44870000,4,18.1,0.37,1.56,0.52,,,,20.9,,1.3,12,2001,45,7.52,,21.6,
2001-04-24,,43060000,4,18.7,,,0.52,,,,,,,13,2001,43,7.53,,22.4,
2001-04-25,,43690000,4,20.1,,,0.52,,,,,,,13,2001,44,7.5,,22.7,
2001-04-26,,43370000,4,21.1,,,0.52,,,,,,,11,2001,43,7.54,,22.3,
2001-04-27,,43370000,4,21.4,,,0.52,,,,,,,9,2001,43,7.53,,22,
2001-04-28,,43440000,4,20.1,,,0.52,,,,,,,8,2001,43,7.4,,21,
2001-04-29,,43940000,4,19.7,,,0.52,,,,,,,5,2001,44,7.45,,21.7,
2001-04-30,,43560000,4,19.2,,,0.52,,,,,,,6,2001,44,7.42,,22.4,
2001-05-01,,42190000,5,18.5,,,0.52,,,,,,,5,2001,42,7.4,,22.3,
2001-05-02,,42250000,5,20.7,0.33,1.5,0.52,,,,22.9,,1.6,7,2001,42,7.51,,22,
2001-05-03,,42690000,5,20.6,,,0.52,,,,,,,6,2001,43,7.51,,22.2,
2001-05-04,,41940000,5,19.8,,,0.52,,,,,,,6,2001,42,7.53,,22.2,
2001-05-05,,41310000,5,19.6,,,0.52,,,,,,,4,2001,41,7.37,,23,
2001-05-06,,42060000,5,19.4,,,0.52,,,,,,,5,2001,42,7.47,,23.4,
2001-05-07,,39560000,5,18.4,,,0.52,,,,,,,7,2001,40,7.35,,22.9,
2001-05-08,,41500000,5,18.9,,,0.52,,,,,,,6,2001,42,7.45,,23.5,
2001-05-09,,39190000,5,20.5,0.26,1.1,0.52,,,,22.6,,1.35,6,2001,39,7.52,,23.9,
2001-05-10,,38870000,5,20.6,,,0.52,,,,,,,5,2001,39,7.53,,23.8,
2001-05-11,,39690000,5,20.5,,,0.52,,,,,,,5,2001,40,7.44,,23.5,
2001-05-12,,40440000,5,19.7,,,0.52,,,,,,,4,2001,40,7.46,,22,
2001-05-13,,38560000,5,19.4,,,0.52,,,,,,,3,2001,39,7.44,,22.6,
2001-05-14,,41500000,5,18.1,,,0.52,,,,,,,4,2001,42,7.31,,23,
2001-05-15,,40060000,5,19.8,0.34,1.09,0.52,,,,22.3,,2.25,8,2001,40,7.46,,23.1,
2001-05-16,,40690000,5,18.6,,,0.52,,,,,,,6,2001,41,7.4,,23.8,
2001-05-17,,40690000,5,19.6,,,0.52,,,,,,,5,2001,41,7.34,,24,
2001-05-18,,39560000,5,17.8,,,0.52,,,,,,,4,2001,40,7.38,,25,
2001-05-19,,39750000,5,17.8,,,0.52,,,,,,,4,2001,40,7.43,,24.4,
2001-05-20,,39940000,5,16.4,,,0.52,,,,,,,6,2001,40,7.28,,24.4,
2001-05-21,,39000000,5,16.7,,,0.52,,,,,,,6,2001,39,7.26,,25.5,
2001-05-22,,38690000,5,16.4,1.34,1.84,0.52,,,,18.7,,0.91,5,2001,39,7.33,,25.2,
2001-05-23,,38940000,5,17.2,,,0.52,,,,,,,3,2001,39,7.16,,26,
2001-05-24,,38310000,5,17.7,,,0.52,,,,,,,5,2001,38,7.26,,24.1,
2001-05-25,,40060000,5,17,,,0.52,,,,,,,7,2001,40,7.29,,24.1,
2001-05-26,,38500000,5,16.2,,,0.52,,,,,,,12,2001,39,7.29,,23.9,
2001-05-27,,36190000,5,16.1,,,0.52,,,,,,,5,2001,36,7.29,,23.3,
2001-05-28,,39190000,5,15.3,,,0.52,,,,,,,5,2001,39,7.21,,24,
2001-05-29,,39310000,5,18.4,1.1,1.56,0.52,,,,21.4,,1.08,7,2001,39,7.32,,25,
2001-05-30,,37810000,5,17.6,,,0.52,,,,,,,6,2001,38,7.31,,25.5,
2001-05-31,,37690000,5,18.5,,,0.52,,,,,,,3,2001,38,7.27,,25.5,
2001-06-01,,38370000,6,20.1,,,0.52,,,,,,,4,2001,38,7.4,,25,
2001-06-02,,40190000,6,19.5,,,0.52,,,,,,,5,2001,40,7.31,,24,
2001-06-03,,39500000,6,19.5,,,0.52,,,,,,,3,2001,40,7.4,,24,
2001-06-04,,38120000,6,18.5,,,0.52,,,,,,,3,2001,38,7.23,,24,
2001-06-05,,37940000,6,18.5,,,0.52,,,,,,,3,2001,38,7.31,,25,
2001-06-06,,37870000,6,18.7,1.16,2.07,0.52,,,,21.1,,0.49,3,2001,38,7.41,,25,
2001-06-07,,38120000,6,18.4,,,0.52,,,,,,,3,2001,38,7.27,,25,
2001-06-08,,38940000,6,14.6,,,0.52,,,,,,,4,2001,39,7.25,,25,
2001-06-09,,39060000,6,17.4,,,0.52,,,,,,,6,2001,39,7.42,,25,
2001-06-10,,38940000,6,17.6,,,0.52,,,,,,,4,2001,39,7.41,,24.6,
2001-06-11,,38250000,6,18.1,,,0.52,,,,,,,4,2001,38,7.41,,24.6,
2001-06-12,,38500000,6,18.6,,,0.52,,,,,,,4,2001,39,7.41,,25.1,
2001-06-13,,38500000,6,18.3,1.2,1.65,0.52,,,,20.3,,0.64,4,2001,39,7.48,,25.1,
2001-06-14,,40250000,6,17.3,,,0.52,,,,,,,4,2001,40,7.3,,25.9,
2001-06-15,,38370000,6,17.6,,,0.52,,,,,,,8,2001,38,7.37,,25.6,
2001-06-16,,39560000,6,17.8,,,0.52,,,,,,,4,2001,40,7.35,,25,
2001-06-17,,37310000,6,17.2,,,0.52,,,,,,,7,2001,37,7.38,,25.6,
2001-06-18,,37870000,6,18.2,,,0.52,,,,,,,8,2001,38,7.29,,26.1,
2001-06-19,,40310000,6,18.1,0.34,1.46,0.52,,,,20.8,,1.04,11,2001,40,7.31,,26.4,
2001-06-20,,38750000,6,19.9,,,0.52,,,,,,,7,2001,39,7.34,,26.7,
2001-06-21,,38060000,6,20,,,0.52,,,,,,,7,2001,38,7.46,,25.9,
2001-06-22,,37000000,6,19.3,,,0.52,,,,,,,8,2001,37,7.33,,26.2,
2001-06-23,,39000000,6,19.6,,,0.52,,,,,,,8,2001,39,7.2,,25.5,
2001-06-24,,38750000,6,19.2,,,0.52,,,,,,,10,2001,39,7.23,,24.9,
2001-06-25,,36620000,6,20,,,0.52,,,,,,,10,2001,37,7.46,,24.6,
2001-06-26,,39000000,6,20.7,0.28,1.26,0.52,,,,23.8,,1.05,11,2001,39,7.43,,25,
2001-06-27,,37750000,6,21.3,,,0.52,,,,,,,10,2001,38,7.52,,24.2,
2001-06-28,,37440000,6,21.7,,,0.52,,,,,,,7,2001,37,7.55,,25,
2001-06-29,,37310000,6,24.6,,,0.52,,,,,,,23,2001,37,7.45,,25.1,
2001-06-30,,39810000,6,22.3,,,0.52,,,,,,,14,2001,40,7.34,,26,
2001-07-01,,37940000,7,23.7,,,0.52,,,,,,,12,2001,38,7.41,,26,
2001-07-02,,38750000,7,20.8,0.36,0.95,0.52,,,,23.4,,1.81,11,2001,39,7.37,,25.4,
2001-07-03,,38500000,7,21.4,,,0.52,,,,,,,9,2001,39,7.48,,26.5,
2001-07-04,,37250000,7,21.3,,,0.52,,,,,,,12,2001,37,7.43,,26.2,
2001-07-05,,37940000,7,21.6,,,0.52,,,,,,,14,2001,38,7.41,,26.2,
2001-07-06,,37310000,7,21.9,,,0.52,,,,,,,15,2001,37,7.43,,25.9,
2001-07-07,,38120000,7,21.7,,,0.52,,,,,,,12,2001,38,7.37,,25.5,
2001-07-08,,38370000,7,21.2,,,0.52,,,,,,,11,2001,38,7.35,,25.9,
2001-07-09,,38620000,7,21.5,0.16,1.2,0.52,,,,24,,1.55,11,2001,39,7.32,,25.8,
2001-07-10,,39000000,7,20.9,,,0.52,,,,,,,10,2001,39,7.43,,25.6,
2001-07-11,,37370000,7,22.5,,,0.52,,,,,,,9,2001,37,7.48,,25.2,
2001-07-12,,38870000,7,23,,,0.52,,,,,,,10,2001,39,7.39,,25.4,
2001-07-13,,39440000,7,22.1,,,0.52,,,,,,,10,2001,39,7.54,,25.5,
2001-07-14,,39190000,7,22,,,0.52,,,,,,,10,2001,39,7.6,,25,
2001-07-15,,39690000,7,22.4,,,0.52,,,,,,,11,2001,40,7.37,,24.3,
2001-07-16,,39250000,7,21.5,0.18,1.2,0.52,,,,24.1,,1.55,9,2001,39,7.43,,23.7,
2001-07-17,,37870000,7,20.5,,,0.52,,,,,,,9,2001,38,7.49,,24.2,
2001-07-18,,38250000,7,21.4,,,0.52,,,,,,,9,2001,38,7.41,,24.9,
2001-07-19,,37940000,7,20.8,,,0.52,,,,,,,9,2001,38,7.49,,25,
2001-07-20,,40810000,7,22.1,,,0.52,,,,,,,12,2001,41,7.49,,24.7,
2001-07-21,,43440000,7,23.2,,,0.52,,,,,,,11,2001,43,7.38,,24,
2001-07-22,,41310000,7,22.9,,,0.52,,,,,,,18,2001,41,7.45,,25.4,
2001-07-23,,40690000,7,20.8,0.16,1.55,0.52,,,,,,1.2,11,2001,41,7.39,,25.9,
2001-07-24,,40310000,7,21.2,,,0.52,,,,,,,9,2001,40,7.47,,26,
2001-07-25,,43250000,7,23.2,,,0.52,,,,,,,8,2001,43,7.35,,25.7,
2001-07-26,,38370000,7,24.1,,,0.52,,,,,,,7,2001,38,7.53,,25.9,
2001-07-27,,38870000,7,24.5,,,0.52,,,,,,,7,2001,39,7.53,,25.7,
2001-07-28,,39120000,7,24.1,,,0.52,,,,,,,9,2001,39,7.34,,26,
2001-07-29,,40870000,7,22.8,,,0.52,,,,,,,8,2001,41,7.46,,25.9,
2001-07-30,,38120000,7,22.2,0.28,2.18,0.52,,,,,,,7,2001,38,7.54,,25.5,
2001-07-31,,37870000,7,22.7,,,0.52,,,,,,,8,2001,38,7.51,,25.9,
2001-08-01,,39500000,8,22.1,,,0.52,,,,,,,7,2001,40,7.55,,26.3,
